employee_id,simulation_day,event_sequence,total_events,login_count,logout_count,auth_failure_rate,max_failed_login_streak,country_change_count,location_change_count,unique_device_count,unique_location_count,resource_entropy,device_entropy,after_hours_event_count,download_size_mb_sum,mass_download_event_count,vpn_usage_ratio,burst_max_5min,active_duration_hours,file_access_ratio,night_event_count,application_access_count,file_access_count,demo_kind,attack_scenario,median_idle_gap_sec
EMP-083,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,32,1,1,0.015,0,0,1,1,1,0.599,0.15,0,6.2482,0,0.35,4.0125,8.0892,0.0,0,19,2,normal,,
EMP-084,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,30,1,1,0.02,0,0,1,1,1,0.6353,0.15,0,5.6872,0,0.35,5.5,8.8209,0.0,0,21,2,normal,,
EMP-085,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|VPN_DISCONNECT|LOGOUT,29,1,1,0.01,0,0,1,1,1,0.4703,0.15,0,8.9623,0,0.35,3.4335,7.3874,0.0,0,9,2,normal,,
EMP-086,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,27,1,1,0.015,0,0,1,1,1,0.4735,0.15,0,4.6067,0,0.35,3.7818,7.9154,0.0,0,13,2,normal,,
EMP-087,2026-03-09,DEVICE_CONNECT|LOGIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|BREAK_START|BREAK_END|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|LOGOUT,35,1,1,0.02,0,0,1,1,1,0.5406,0.15,0,4.8056,0,0.05,4.6081,8.269,0.0,0,4,2,normal,,
EMP-088,2026-03-09,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,25,1,1,0.01,0,0,1,1,1,0.5688,0.15,0,5.6538,0,0.05,3.408,7.8396,0.0,0,17,2,normal,,
EMP-089,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,34,1,1,0.015,0,0,1,1,1,0.4288,0.15,0,8.1182,0,0.35,3.4139,7.7004,0.0,0,25,2,normal,,
EMP-090,2026-03-09,DEVICE_CONNECT|LOGIN|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|LOGOUT,35,1,1,0.02,0,0,1,1,1,0.4644,0.15,0,9.1547,0,0.05,5.5,8.6263,0.0,0,6,2,normal,,
EMP-091,2026-03-06,DEVICE_CONNECT|LOGIN|MEETING_JOIN|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|MEETING_JOIN|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|LOGOUT,31,1,1,0.01,0,0,1,1,1,0.5085,0.15,0,4.4267,0,0.05,2.9472,7.4327,0.0,0,13,2,normal,,
EMP-092,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,36,1,1,0.015,0,0,1,1,1,0.643,0.15,0,5.3697,0,0.35,3.9089,7.9635,0.0,0,26,2,normal,,
EMP-093,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|MEETING_JOIN|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,36,1,1,0.02,0,0,1,1,1,0.4385,0.15,0,5.1772,0,0.35,4.4089,8.4398,0.0,0,21,2,normal,,
EMP-094,2026-03-06,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|FILE_ACCESS|MEETING_JOIN|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|LOGOUT,31,1,1,0.01,0,0,1,1,1,0.5347,0.15,0,6.2102,0,0.05,2.893,7.5014,0.06451612903225806,0,16,2,normal,,
EMP-095,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,37,1,1,0.015,0,0,1,1,1,0.5576,0.15,0,6.6004,0,0.35,3.9799,7.6303,0.0,0,21,2,normal,,
EMP-096,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,29,1,1,0.02,0,0,1,1,1,0.5613,0.15,0,3.9446,0,0.35,4.5705,8.6524,0.0,0,18,2,normal,,
EMP-097,2026-03-10,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,35,1,1,0.01,0,0,1,1,1,0.4984,0.15,0,6.451,0,0.35,2.9579,7.7231,0.0,0,16,2,normal,,
EMP-098,2026-03-10,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|LOGOUT,29,1,1,0.015,0,0,1,1,1,0.5023,0.15,0,6.3302,0,0.05,4.1568,7.7962,0.10344827586206896,0,14,3,normal,,
EMP-099,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,25,1,1,0.02,0,0,1,1,1,0.5684,0.15,0,7.1176,0,0.35,5.1356,8.5637,0.0,0,11,2,normal,,
EMP-100,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|VPN_DISCONNECT|LOGOUT,34,1,1,0.01,0,0,1,1,1,0.6035,0.15,0,6.5324,0,0.35,3.4873,7.4632,0.08823529411764706,0,21,3,normal,,
EMP-101,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,32,1,1,0.015,0,0,1,1,1,0.4734,0.15,0,3.763,0,0.35,4.3579,8.3685,0.0,0,18,2,normal,,
EMP-102,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|RESOURCE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|RESOURCE_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|RESOURCE_ACCESS|EMAIL_ACCESS|VPN_DISCONNECT|LOGOUT,37,1,1,0.02,0,0,1,1,1,0.4668,0.15,0,5.5852,0,0.35,4.7649,8.5781,0.05405405405405406,0,15,2,normal,,
EMP-103,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|MEETING_JOIN|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,28,1,1,0.01,0,0,1,1,1,0.526,0.15,0,6.3879,0,0.35,3.0874,7.5625,0.0,0,14,2,normal,,
EMP-104,2026-03-06,DEVICE_CONNECT|LOGIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|LOGOUT,21,1,1,0.015,0,0,1,1,1,0.6309,0.15,0,7.373,0,0.05,3.499,7.8295,0.0,0,10,2,normal,,
EMP-105,2026-03-08,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|VPN_DISCONNECT|LOGOUT,29,1,1,0.02,0,0,1,1,1,0.4077,0.15,0,8.8513,0,0.35,5.139,8.3016,0.0,0,16,2,normal,,
EMP-106,2026-03-06,DEVICE_CONNECT|LOGIN|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|MEETING_JOIN|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|LOGOUT,31,1,1,0.01,0,0,1,1,1,0.5358,0.15,0,2.5426,0,0.05,2.6095,7.1892,0.0,0,12,2,normal,,
EMP-107,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|EMAIL_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|EMAIL_ACCESS|MEETING_JOIN|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,39,1,1,0.015,0,0,1,1,1,0.5739,0.15,0,5.4775,0,0.35,3.6105,7.8958,0.0,0,22,2,normal,,
EMP-108,2026-03-10,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|BREAK_START|BREAK_END|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|FILE_ACCESS|LOGOUT,37,1,1,0.02,0,0,1,1,1,0.5985,0.15,0,6.8981,0,0.05,4.8114,8.7896,0.05405405405405406,0,20,2,normal,,
EMP-109,2026-03-07,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,23,1,1,0.01,0,0,1,1,1,0.4967,0.15,0,7.2866,0,0.35,3.4051,7.7574,0.0,0,14,2,normal,,
EMP-110,2026-03-09,DEVICE_CONNECT|LOGIN|VPN_CONNECT|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|VPN_DISCONNECT|LOGOUT,35,1,1,0.015,0,0,1,1,1,0.527,0.15,0,7.2138,0,0.35,4.1651,7.9521,0.0,0,23,2,normal,,
EMP-111,2026-03-10,DEVICE_CONNECT|LOGIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|EMAIL_ACCESS|LOGOUT,26,1,1,0.02,0,0,1,1,1,0.5578,0.15,0,5.0255,0,0.05,4.7173,8.1435,0.0,0,17,2,normal,,
EMP-112,2026-03-06,DEVICE_CONNECT|LOGIN|VPN_CONNECT|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|MEETING_JOIN|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|BREAK_START|BREAK_END|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|EMAIL_ACCESS|APPLICATION_ACCESS|APPLICATION_ACCESS|MEETING_JOIN|VPN_DISCONNECT|LOGOUT,37,1,1,0.01,0,0,1,1,1,0.5553,0.15,0,4.892,0,0.35,2.9715,7.481,0.0,0,23,2,normal,,
